1,1,1
2,1,2
3,2,3
4,3,4
5,3,5
6,3,6
7,4,7
8,4,8
9,5,9
10,6,10
11,6,11
12,7,12
13,7,13
14,8,14
15,9,15
16,8,16
17,10,17
18,10,18
19,10,19
20,10,20
21,10,21
22,10,22
23,11,23
24,11,24
25,12,25
26,12,26
27,12,27
28,12,28
29,13,29
30,13,30
31,13,31
32,14,32
33,14,33
34,14,34
35,15,35
36,15,36
37,15,37
38,15,38
39,16,39
40,16,40
41,17,41
42,18,42
43,18,43
44,19,44
45,20,45
46,20,46
47,21,47
48,21,48
49,22,49
50,22,50
51,22,51
52,23,52
53,24,53
54,24,54
